utterance,Utterance Token,RNN Sentiment
how can i change to another user account?,"['chang', 'anoth', 'user', 'account']",Negative
how to change to amother online account,"['chang', 'amoth', 'onlin', 'account']",Positive
I want to use my other user account,"['want', 'use', 'user', 'account']",Positive
"I want to use my other account, can you change them?","['want', 'use', 'account', 'chang']",Neutral
"i want to use my other user account, what should i do to change them?","['want', 'use', 'user', 'account', 'chang']",Neutral
"I want to use my other online account, can you switch them?","['want', 'use', 'onlin', 'account', 'switch']",Negative
"I want to use my other profile, what can I do to change them ?","['want', 'use', 'profil', 'chang']",Neutral
could u ask an agent how i can switch to another user account?,"['could', 'u', 'ask', 'agent', 'switch', 'anoth', 'user', 'account']",Positive
how do I switch to another online account?,"['switch', 'anoth', 'onlin', 'account']",Positive
"I want to use my other online account, switch them","['want', 'use', 'onlin', 'account', 'switch']",Negative
"i want to use my otheraccount, what should i do to switch them?","['want', 'use', 'otheraccount', 'switch']",Positive
where can I switch to another online account?,"['switch', 'anoth', 'onlin', 'account']",Positive
help me change to another user account,"['help', 'chang', 'anoth', 'user', 'account']",Negative
"I want to use my other account, how do I switch them?","['want', 'use', 'account', 'switch']",Positive
"I want to  use my other profile, I need help changing them","['want', 'use', 'profil', 'need', 'help', 'chang']",Neutral
I need help switching to another user account,"['need', 'help', 'switch', 'anoth', 'user', 'account']",Negative
"I want to use my other online account, help me change them","['want', 'use', 'onlin', 'account', 'help', 'chang']",Negative
"I want to use my other account, how do I change them?","['want', 'use', 'account', 'chang']",Neutral
can I switch to another profile?,"['switch', 'anoth', 'profil']",Negative
"please, could you ask an agent how to switch to another account?","['pleas', 'could', 'ask', 'agent', 'switch', 'anoth', 'account']",Positive
where do I switch to another online account?,"['switch', 'anoth', 'onlin', 'account']",Positive
how do I change to another user account?,"['chang', 'anoth', 'user', 'account']",Negative
ask an agent if i can change to another account,"['ask', 'agent', 'chang', 'anoth', 'account']",Positive
"i wanna use my other profile, can u switch them?","['wan', 'na', 'use', 'profil', 'u', 'switch']",Positive
where do I switch to another profile?,"['switch', 'anoth', 'profil']",Negative
askan agent to switch to another online account,"['askan', 'agent', 'switch', 'anoth', 'onlin', 'account']",Positive
"I want to use my other account, what can I do to change them?","['want', 'use', 'account', 'chang']",Neutral
"i want to use my other online account, what do i have to do to switch them?","['want', 'use', 'onlin', 'account', 'switch']",Negative
how do i switch to another usre account?,"['switch', 'anoth', 'usr', 'account']",Positive
I want to change to another user account,"['want', 'chang', 'anoth', 'user', 'account']",Neutral
"I want to use my other profile, can I switch them?","['want', 'use', 'profil', 'switch']",Positive
"can u ask an agent to change to another user account, please?","['u', 'ask', 'agent', 'chang', 'anoth', 'user', 'account', 'pleas']",Positive
"please, can you ask an agent how to xwitch to another fucking user accoun?","['pleas', 'ask', 'agent', 'xwitch', 'anoth', 'fuck', 'user', 'accoun']",Positive
"i want to use my other user account, hw do i change them?","['want', 'use', 'user', 'account', 'hw', 'chang']",Neutral
"I want to use my other user account, how can I change them?","['want', 'use', 'user', 'account', 'chang']",Neutral
"i want to use my other account, how can i change themn?","['want', 'use', 'account', 'chang', 'themn']",Neutral
can u ask an agent to change to another profile?,"['u', 'ask', 'agent', 'chang', 'anoth', 'profil']",Positive
ask an agent if i can switch to another profile,"['ask', 'agent', 'switch', 'anoth', 'profil']",Positive
"please, could you ask an agent if I could switch to another fucking user account?","['pleas', 'could', 'ask', 'agent', 'could', 'switch', 'anoth', 'fuck', 'user', 'account']",Neutral
how do Iswitchj to another account?,"['iswitchj', 'anoth', 'account']",Positive
"please, could you ask an agent how I can switch to another online account?","['pleas', 'could', 'ask', 'agent', 'switch', 'anoth', 'onlin', 'account']",Positive
help me switch to another online account,"['help', 'switch', 'anoth', 'onlin', 'account']",Positive
"I want to use my other profile, I need help switching them","['want', 'use', 'profil', 'need', 'help', 'switch']",Neutral
"i want to use my other account, help me switch them","['want', 'use', 'account', 'help', 'switch']",Neutral
can I chhange to another user account?,"['chhang', 'anoth', 'user', 'account']",Positive
can I switch to another account?,"['switch', 'anoth', 'account']",Positive
"i want to use my other user account, how can i switch them?","['want', 'use', 'user', 'account', 'switch']",Positive
"i wanna use my other user account, can u change them?","['wan', 'na', 'use', 'user', 'account', 'u', 'chang']",Positive
I want to use my other profile,"['want', 'use', 'profil']",Positive
can I switch to another online account?,"['switch', 'anoth', 'onlin', 'account']",Positive
how can I switch to another user account?,"['switch', 'anoth', 'user', 'account']",Positive
"I want to use my other account, can you switch them?","['want', 'use', 'account', 'switch']",Positive
"I'd like to use my other profile, what do I have to do to switch them?","['like', 'use', 'profil', 'switch']",Negative
"I'd like to use my other user account, I need help switching them","['like', 'use', 'user', 'account', 'need', 'help', 'switch']",Negative
how do I change to another profile ?,"['chang', 'anoth', 'profil']",Negative
"I want to use my other online account, can I switch them?","['want', 'use', 'onlin', 'account', 'switch']",Negative
"I want to use my other online account, how can I switch them ?","['want', 'use', 'onlin', 'account', 'switch']",Negative
"I want to use my other account, what should I do to switch them?","['want', 'use', 'account', 'switch']",Positive
help me change to another profile,"['help', 'chang', 'anoth', 'profil']",Negative
"I want to use my other profile, how do I switch them?","['want', 'use', 'profil', 'switch']",Positive
"I want to use my otheruser account , what should I do to switch them?","['want', 'use', 'otherus', 'account', 'switch']",Positive
"I want to use my other profile, how can I switch them?","['want', 'use', 'profil', 'switch']",Positive
i wanna use my other account,"['wan', 'na', 'use', 'account']",Positive
"id like to use my other profile , switch them, please","['id', 'like', 'use', 'profil', 'switch', 'pleas']",Negative
"I want to use my other account, help me switch them","['want', 'use', 'account', 'help', 'switch']",Neutral
"I want to use my other fucking profile, could you switch them?","['want', 'use', 'fuck', 'profil', 'could', 'switch']",Neutral
help me switch to another profile,"['help', 'switch', 'anoth', 'profil']",Negative
"i want to use my other fucking online account, can i switch them ?","['want', 'use', 'fuck', 'onlin', 'account', 'switch']",Negative
can u ask an agent to switch to another user account?,"['u', 'ask', 'agent', 'switch', 'anoth', 'user', 'account']",Positive
"I want to use my other online account, what should I do to change them?","['want', 'use', 'onlin', 'account', 'chang']",Positive
how to switch to another profile,"['switch', 'anoth', 'profil']",Negative
"I want to use my other account, can I change them?","['want', 'use', 'account', 'chang']",Neutral
"I want to use my other profile, can I change them?","['want', 'use', 'profil', 'chang']",Neutral
"I want to use my other user account, what do I have to do to switch them?","['want', 'use', 'user', 'account', 'switch']",Positive
"I want to use my other user account, how do I switch them?","['want', 'use', 'user', 'account', 'switch']",Positive
"i wanna use my other user account, i need help changing them","['wan', 'na', 'use', 'user', 'account', 'need', 'help', 'chang']",Positive
i wanna change to another user account,"['wan', 'na', 'chang', 'anoth', 'user', 'account']",Positive
"i want to use my other online account, how can i change them?","['want', 'use', 'onlin', 'account', 'chang']",Positive
how to switch to anoher online account,"['switch', 'anoh', 'onlin', 'account']",Positive
i want to change to another online account,"['want', 'chang', 'anoth', 'onlin', 'account']",Negative
could you ask an agent if I could change to another account?,"['could', 'ask', 'agent', 'could', 'chang', 'anoth', 'account']",Positive
"id like to use my other user account, can i switch them?","['id', 'like', 'use', 'user', 'account', 'switch']",Negative
"i wanna use my other profile, what should i do to change them?","['wan', 'na', 'use', 'profil', 'chang']",Positive
"I want to use my other profile , what can I do to switch them?","['want', 'use', 'profil', 'switch']",Positive
how do I change to another account?,"['chang', 'anoth', 'account']",Negative
how can I change to another account?,"['chang', 'anoth', 'account']",Negative
"I want to use my other online account, what do I have to do to switch them?","['want', 'use', 'onlin', 'account', 'switch']",Negative
how do I change to another online account?,"['chang', 'anoth', 'onlin', 'account']",Positive
