utterance,Utterance Token,RNN Sentiment,RNN Rating
can you tell me what the mail address to contact customer service is?,"['tell', 'mail', 'address', 'contact', 'custom', 'servic']",Positive,1
how can I send an email to Customer Service?,"['send', 'email', 'custom', 'servic']",Negative,5
how do I send an mail to Client Service?,"['send', 'mail', 'client', 'servic']",Negative,5
"I have a question, can I speak with Customer Service?","['question', 'speak', 'custom', 'servic']",Positive,5
can you show me information about the email address of the Customer Support?,"['show', 'inform', 'email', 'address', 'custom', 'support']",Neutral,1
"I have a question, how can I call Client Service?","['question', 'call', 'client', 'servic']",Positive,1
"I would like information, how do I contact Customer Service?","['would', 'like', 'inform', 'contact', 'custom', 'servic']",Negative,1
"I need information, I need help speaking with Customer Service","['need', 'inform', 'need', 'help', 'speak', 'custom', 'servic']",Negative,1
i wanna know what the email to contact client service is,"['wan', 'na', 'know', 'email', 'contact', 'client', 'servic']",Positive,1
show me the email address of the Customer Service,"['show', 'email', 'address', 'custom', 'servic']",Neutral,1
"I would like information, can I talk to Customer Support?","['would', 'like', 'inform', 'talk', 'custom', 'support']",Negative,4
could I talk to a human?,"['could', 'talk', 'human']",Positive,5
"you're not helping, how do I contact a human?","['help', 'contact', 'human']",Negative,1
"I acn't understand you, what can I do to talk to a human?","['ac', 'understand', 'talk', 'human']",Positive,1
"u are not helping, can u speak with a human agent?","['u', 'help', 'u', 'speak', 'human', 'agent']",Positive,5
can u contact a human?,"['u', 'contact', 'human']",Positive,1
"you arent helping, what do i have to do to speak with someone?","['arent', 'help', 'speak', 'someon']",Neutral,2
"you aren't helping, help me contact a human","['help', 'help', 'contact', 'human']",Negative,1
"you arent helping, what should i do to contact a human?","['arent', 'help', 'contact', 'human']",Negative,1
"you're not helping, contact someone","['help', 'contact', 'someon']",Negative,4
I don't understand you and I want to speak with a human,"['understand', 'want', 'speak', 'human']",Neutral,5
you are not helping and I would like to speak with a human agent,"['help', 'would', 'like', 'speak', 'human', 'agent']",Negative,4
"i dont understand you, can u talk to a human?","['dont', 'understand', 'u', 'talk', 'human']",Positive,1
u are not helping and i want to contact a human,"['u', 'help', 'want', 'contact', 'human']",Neutral,5
"I can't understand you, how can I contact a person ?","['ca', 'understand', 'contact', 'person']",Positive,5
"I don't understand you, how do I contact a person?","['understand', 'contact', 'person']",Positive,5
"I don't understand you, can you contact fucking someone?","['understand', 'contact', 'fuck', 'someon']",Neutral,2
"youre not helping, how can i contact a human agent?","['your', 'help', 'contact', 'human', 'agent']",Positive,1
"I can't understand you, can you talk to a human?","['ca', 'understand', 'talk', 'human']",Positive,5
"you're not helping, can I contact someone?","['help', 'contact', 'someon']",Negative,4
"you arent helping, what can i do to talk to a human?","['arent', 'help', 'talk', 'human']",Negative,1
"you're not helping, help me talk to a human","['help', 'help', 'talk', 'human']",Positive,1
you're not helping and I want to contact a human agent,"['help', 'want', 'contact', 'human', 'agent']",Neutral,5
I need help speaking with a human agent,"['need', 'help', 'speak', 'human', 'agent']",Positive,4
"I don't understand you, what should I do to contact a person ?","['understand', 'contact', 'person']",Positive,5
"you arent helping, what do i have to do to speak with a human agent?","['arent', 'help', 'speak', 'human', 'agent']",Negative,5
"i dont understand you, help me talk to fucking someone, please","['dont', 'understand', 'help', 'talk', 'fuck', 'someon', 'pleas']",Neutral,5
"you aren't helping, what can I do to contact a human agent?","['help', 'contact', 'human', 'agent']",Negative,1
"I can't understand you, how can I speak with a human?","['ca', 'understand', 'speak', 'human']",Positive,5
"you aren't helping, how do I talk to someone?","['help', 'talk', 'someon']",Neutral,4
"you aren't helping, how can I talk to someone?","['help', 'talk', 'someon']",Neutral,4
can u contcat someone?,"['u', 'contcat', 'someon']",Neutral,2
how do i contact a human?,"['contact', 'human']",Positive,5
"u are not helping, how do i talk to someone?","['u', 'help', 'talk', 'someon']",Neutral,4
can you speak with a human agent?,"['speak', 'human', 'agent']",Positive,5
help me contact a person,"['help', 'contact', 'person']",Positive,5
"you aren't helping, what do I have to do to speak with a human agent ?","['help', 'speak', 'human', 'agent']",Negative,5
can u talk to a human?,"['u', 'talk', 'human']",Positive,1
"you aren't helping, can you speak with a human?","['help', 'speak', 'human']",Negative,5
"you aren't helping, help me speak with a person","['help', 'help', 'speak', 'person']",Positive,5
"I don't understand you, what can I do to speak with a human ?","['understand', 'speak', 'human']",Positive,1
can I speak with a human agent?,"['speak', 'human', 'agent']",Positive,5
"you aren't helping, what can I do to speak with a human?","['help', 'speak', 'human']",Negative,5
"I can't understand you, what should I do to talk to someone?","['ca', 'understand', 'talk', 'someon']",Neutral,5
"you're not helping, can I talk to a human?","['help', 'talk', 'human']",Negative,1
you're not helping and I want to speak with a human,"['help', 'want', 'speak', 'human']",Neutral,5
"I can't understand you, can you speak with a human agent?","['ca', 'understand', 'speak', 'human', 'agent']",Positive,5
"I don't understand you, what do I have to  do to contact someone?","['understand', 'contact', 'someon']",Neutral,2
"I don't understand you, what can I do to talk to a human agent?","['understand', 'talk', 'human', 'agent']",Neutral,1
"you're not helping, how can I contact someone?","['help', 'contact', 'someon']",Negative,4
"i dont understanbd you, how do i talk to a person?","['dont', 'understanbd', 'talk', 'person']",Positive,5
"u are not helping, i need help talking to a human agent","['u', 'help', 'need', 'help', 'talk', 'human', 'agent']",Positive,4
"youre not helping, help me speak with a person","['your', 'help', 'help', 'speak', 'person']",Positive,5
"I can't understand you and I would like to talk to someone, please","['ca', 'understand', 'would', 'like', 'talk', 'someon', 'pleas']",Negative,4
"I don't understand you, help me contact a person","['understand', 'help', 'contact', 'person']",Positive,1
"you aren't helping, what should I do to speak with someone?","['help', 'speak', 'someon']",Neutral,2
"you aren't helping, how can I speak with someone?","['help', 'speak', 'someon']",Neutral,2
"you aren't helping, what can I do to speak with a human agent?","['help', 'speak', 'human', 'agent']",Negative,5
"u are not helping, can i talk to a human  agent?","['u', 'help', 'talk', 'human', 'agent']",Positive,1
"you aren't helping, what should I do to talk to a human agent?","['help', 'talk', 'human', 'agent']",Negative,1
"I don't understand you, help me speak with a human","['understand', 'help', 'speak', 'human']",Positive,1
"i cant understand you, help me contact a human","['cant', 'understand', 'help', 'contact', 'human']",Positive,1
"I don't understand you, what should I do to speak with someone?","['understand', 'speak', 'someon']",Neutral,2
"I don't understand you, I need help contacting someone","['understand', 'need', 'help', 'contact', 'someon']",Neutral,4
"I don't understand you, how do I contact a human agent?","['understand', 'contact', 'human', 'agent']",Positive,1
I want to talk to someone,"['want', 'talk', 'someon']",Neutral,1
"you aren't helping, how can I talk to a human?","['help', 'talk', 'human']",Negative,1
"you're not helping, speak with a human agent","['help', 'speak', 'human', 'agent']",Negative,5
"I can't understand you, can I speak with a human agent?","['ca', 'understand', 'speak', 'human', 'agent']",Positive,5
"you're not helping, I need help talking to a person","['help', 'need', 'help', 'talk', 'person']",Positive,4
I need help contacting a human agent,"['need', 'help', 'contact', 'human', 'agent']",Negative,4
"youre not helping, how do i speak with someoone?","['your', 'help', 'speak', 'someoon']",Positive,5
"I don't understand you, can you speak with a human?","['understand', 'speak', 'human']",Positive,1
I do not understand you and I'd like to contact a person,"['understand', 'like', 'contact', 'person']",Positive,1
"you aren't helping, I need help contacting a human agent","['help', 'need', 'help', 'contact', 'human', 'agent']",Negative,1
I cannot understand you and I'd like to talk to a person,"['understand', 'like', 'talk', 'person']",Positive,1
"you arent helping, can u speak with a human?","['arent', 'help', 'u', 'speak', 'human']",Negative,5
"i cant understand you, how could i speak with an fucking person?","['cant', 'understand', 'could', 'speak', 'fuck', 'person']",Positive,5
"you aren't helping, how can I contact a person?","['help', 'contact', 'person']",Positive,5
"please, contact someone","['pleas', 'contact', 'someon']",Neutral,5
"I don't understand you , contact someone","['understand', 'contact', 'someon']",Neutral,2
how can I talk to a person?,"['talk', 'person']",Positive,5
"you're not helping ane I want to talk to a human, please","['help', 'ane', 'want', 'talk', 'human', 'pleas']",Neutral,5
youre not helping and i want to contact a human agent,"['your', 'help', 'want', 'contact', 'human', 'agent']",Neutral,5
"you aren't helping, how do I contact fucking someone?","['help', 'contact', 'fuck', 'someon']",Negative,4
"I don't understand you, what can I do to talk to someone?","['understand', 'talk', 'someon']",Neutral,2
